Bandwidth_GB_Year,MonthlyCharge,Tenure,StreamingMovies,Contract_Month-to-month,StreamingTV,Contract_OneYear,Multiple,InternetService_DSL,Techie,InternetService_FiberOptic,DeviceProtection,OnlineBackup,PaymentMethod_ElectronicCheck,Gender_Male,Gender_Female,Phone,Churn
419.0508708,139.981577,1.392421597,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1
1259.415493,200.132293,1.430386349,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1
1745.125956,257.651257,5.425864884,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1
1795.465729,230.105118,11.08287797,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
492.4771472,147.489301,3.586184954,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0
1013.993166,230.105118,4.727388465,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1
2680.762173,174.958118,20.89923386,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1
1081.814362,267.664655,3.471329958,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1
1209.961168,162.483267,5.478588204,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1
897.5919144,229.993134,3.312991809,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1
1340.930156,140.00128,7.161561527,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0
1113.993679,184.964681,9.847563364,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0
1530.10769,147.473844,16.04202196,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0
1310.137419,172.457857,9.179779682,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0
892.8964931,107.481989,3.002844144,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
1125.581944,255.141716,3.924254455,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1
2016.710031,192.456745,18.55959629,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0
1412.736809,242.632554,8.798394712,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1
1710.689671,245.174977,10.377366,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1
2384.885909,184.964681,22.25746016,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1
1213.940165,195.006206,9.427146079,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1
740.010722,104.962874,7.760290062,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
897.9716153,92.488023,11.56938439,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
1026.387172,184.979684,3.343811019,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1
1234.244324,187.656013,7.338869531,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1
727.3731845,149.962093,5.486534225,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0
452.8721504,169.944668,1.55278221,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1
1296.674543,160.00128,12.07970325,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1
1840.628269,129.962093,13.98666226,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0
1324.330108,114.950905,9.563362997,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1
958.1397059,142.515576,6.732948946,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1868.864027,220.14775,15.72071086,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
676.712908,124.97808,7.233605493,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0
1086.990308,164.964681,2.871017037,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0
704.7540406,194.976769,2.344875382,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0
1416.444695,152.455519,7.960490246,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1
1095.950634,92.5018,12.25062113,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
1083.610268,127.488728,9.634946079,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0
1570.641337,184.963371,7.916533093,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0
1007.425553,265.146969,4.471254161,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1
1323.028419,207.609354,10.79028074,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1
1808.730555,152.462354,12.24190682,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0
1120.241472,200.132293,2.203859443,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1
2676.789803,212.655686,23.92132231,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1
1268.086909,255.119794,3.7311787,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1
822.6771666,134.950905,7.980015371,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
1577.915603,255.137219,9.190009376,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1
648.7471776,214.966286,2.378630018,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1
1648.102673,270.160419,5.43464555,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1
768.0874545,200.165175,1.092361222,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1
2426.030626,149.937833,20.13981517,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
2660.503932,240.114868,24.64873861,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1
1129.549713,127.495766,9.677739656,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0
1771.286466,187.609354,9.82814183,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1
943.3391244,169.992756,7.832238337,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0
1907.226083,192.456745,19.45250317,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0
1885.939118,120.004928,14.34766616,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
631.7435653,195.006206,2.257358355,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0
562.6095219,139.95684,2.358129018,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0
593.8572264,114.983787,4.650578623,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
777.3060718,207.638588,3.721772616,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1
1393.202392,187.609354,3.76663012,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1
393.6524652,134.950905,4.151256695,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0
409.7486664,192.470522,2.188918771,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1
2138.107161,222.628057,13.85488928,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1
443.984031,162.468917,3.273341151,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
2481.385603,159.979358,19.75096265,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1
2233.567181,184.979684,18.38404445,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0
1158.91369,245.145743,4.672610857,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1
529.40733,124.97808,6.796299371,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0
1956.7337,187.484705,12.97632235,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1
2056.386979,162.500692,20.31163945,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0
1067.373076,182.467607,6.998814446,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0
1806.135733,222.660939,14.46288204,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1
1397.701335,182.467607,11.13472066,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0
808.4305471,220.161527,2.542296644,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1
1886.531937,169.937833,17.22596021,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0
2294.781131,204.963371,22.79214163,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1
826.3438621,204.963371,3.823689744,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1
2072.564168,245.128318,10.77094687,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
1436.793746,172.473314,13.08671185,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1
1963.332683,172.456745,14.76468813,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1
1324.164906,194.976769,9.473091121,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1
704.9375603,137.439154,5.197446331,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0
888.6517305,192.470522,6.577552683,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1
377.0810282,159.951231,3.174571918,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1
1606.489936,112.455141,17.88002366,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
1431.409396,174.961766,13.12190056,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1
2253.85247,162.452604,23.34617699,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0
1353.29384,137.483594,6.311709178,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0
1701.457566,275.133571,12.58298231,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0
1290.737183,127.442069,7.120096363,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1
1403.270091,210.138,9.344886869,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1
2603.903672,147.456419,22.37815032,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0
1256.287854,242.657291,4.799514433,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1
980.9935923,114.983787,10.04672315,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
1347.869205,187.656013,8.156552837,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0
1127.267848,149.991327,7.992791229,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
1269.836202,124.960655,7.231032028,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0
1038.745378,220.161527,4.627672042,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1
1531.155367,172.48852,10.05306287,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0
991.2441024,120.004928,4.171044392,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
1244.296865,220.161527,4.568682641,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1
1162.332926,139.965008,6.085030507,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1
577.1157824,159.951231,2.730250735,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
1442.974877,184.949594,8.574901206,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1
1577.208717,252.637807,9.743201772,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1
886.9398744,112.455141,9.482919033,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
1065.06443,179.979358,8.447988841,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0
951.886985,202.443347,6.365998533,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0
1404.435534,197.472533,7.251397592,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0
1925.911722,255.155493,14.64011644,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1
1805.011298,174.976769,11.71637124,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1
700.7343179,169.992756,4.13273503,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0
513.237305,192.440432,2.887429547,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1
717.3876564,182.460772,3.303030246,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0
1313.492851,139.965008,5.15825129,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0
819.4195269,137.461553,3.237560234,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1
882.1160656,217.472533,2.733109234,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1
724.7803356,210.138,3.180102025,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1829.270014,104.964303,15.85983755,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1668.199119,262.610632,11.73724209,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1
1124.353152,152.488401,7.006240694,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1
1316.239744,174.974431,5.562130367,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1
1637.201426,220.118516,14.53027663,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0
951.8524406,162.452604,5.905906389,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0
1248.097652,184.961033,3.260462654,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1
2220.255405,217.483972,18.91276578,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0
1669.202417,220.118516,14.25617986,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0
990.0555076,187.642236,7.983887266,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1
967.9819136,174.961766,5.969967132,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0
2190.259876,252.637807,19.95277818,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1
1445.752781,130.024412,14.85781115,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
528.6553088,162.482694,2.600063739,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1
1296.481055,182.467607,11.92299244,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1
1195.393037,139.934918,5.972864167,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0
1700.121992,200.165175,10.87555535,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1
2120.673828,202.682861,16.00330155,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1
1238.421347,159.951231,12.63074989,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
847.110799,149.948316,8.4944392,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0
1112.937102,149.959755,8.044444101,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1
1623.045026,137.469817,12.07358377,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0
1479.730181,187.656013,10.21634248,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1
2144.735024,164.985293,15.50354683,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1
1522.289512,159.965008,13.88004531,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1
1974.780054,172.462354,19.48900163,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0
1261.177198,204.949594,10.01771765,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1
939.7181324,147.473844,7.34059599,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0
1357.062854,162.471255,12.64742067,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1
1456.887443,119.95684,8.850426839,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
937.5863866,207.609354,3.701557118,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1
830.1193011,194.999168,2.976033785,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0
737.8564608,174.975543,5.522376826,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0
1781.854862,240.114868,15.64596698,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1
2464.577489,240.114868,23.00764441,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1
2392.203409,139.983006,17.24924155,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0
1664.19271,240.114868,13.01107597,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1
1433.616898,209.993134,5.104082209,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1
823.4933243,147.456419,3.521499924,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0
1468.357421,107.495766,8.08137067,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
590.7765801,152.502178,1.875430489,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1
418.6206885,79.978861,5.587484456,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1181.991846,142.482694,7.007695148,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
733.4036934,117.439154,1.408375942,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0
1719.173387,220.132293,11.64983735,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1
1205.956363,152.455519,2.964559883,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1
1261.032763,174.961766,10.25635754,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0
741.7766988,202.443347,3.892407013,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1
932.6084359,210.12704,3.226996711,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1
1708.614019,139.979239,15.87685513,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0
1363.58603,139.965008,5.874064017,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
472.1057019,137.439154,3.756359276,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0
558.2340556,102.474625,2.905283283,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
815.194738,252.637807,1.474810061,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1
2007.303617,194.999168,18.56165869,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1
2088.48083,242.610632,12.39088509,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1
1430.761492,127.458638,14.17192333,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0
822.3008694,129.976324,3.86023041,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0
2059.200998,240.114868,17.72593456,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1
617.542543,174.975543,3.043063167,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0
758.4775985,169.944668,5.827112819,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0
894.6733856,162.511928,4.648958177,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1
1639.898269,119.95684,11.96274778,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0
710.7541633,137.439154,4.525864256,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
1092.226042,207.46728,8.038308899,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0
757.0097075,149.974105,1.416592892,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0
2301.850721,225.178625,19.83504645,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0
2401.406545,232.637807,15.85002222,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1
1535.788894,117.472036,15.94935291,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
1536.589816,137.469817,11.94550648,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0
2153.778421,220.132293,16.03360405,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0
2409.195918,124.960655,21.29342532,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1342.862457,199.990219,4.95598008,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0
1046.054674,159.947583,2.73951266,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1
1204.479468,245.145743,4.973046104,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1
1616.908193,255.155493,10.28430068,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1
345.0099528,134.950905,2.581692044,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
1427.088655,159.947583,6.945736396,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1
1452.334634,139.987503,9.999416271,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0
795.4957358,179.947583,6.035737465,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1
1333.894229,127.473844,9.004964377,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0
1402.20491,232.637807,5.071456681,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1
1447.196935,195.006206,12.02106494,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1
1662.510936,267.642733,5.049303717,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1
1707.641161,149.959755,18.17247008,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
2181.752793,220.114868,15.31997698,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1
1575.683555,157.483594,16.0708543,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0
1029.489242,127.474951,7.873371451,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0
2370.184448,139.981577,23.62866494,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0
3309.919373,255.133571,25.8634566,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1
1623.273925,194.966286,9.405224809,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1
1146.199921,179.965581,12.84490034,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0
2229.268031,174.976769,16.59325254,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1
2512.36494,187.609354,20.35456039,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0
1297.388488,169.937833,12.00925702,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0
283.39178,115.002061,2.861423443,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
1947.7853,152.462354,14.20349453,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1
849.1972541,207.609354,4.98152586,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1
2131.359827,147.503078,23.12150846,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0
1464.035068,200.118516,6.307178205,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0
1381.538548,137.497825,12.73622643,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
1248.626874,134.980139,12.00466914,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0
558.3751762,147.442069,2.243757398,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0
676.2178659,197.494455,1.583394702,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0
1641.938696,162.529926,14.23487852,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0
1811.964373,210.151777,15.28108311,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1
1066.632555,159.965581,4.135827839,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1
1514.131966,190.173699,9.740709475,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1
1189.549671,202.649979,1.213704886,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1
1114.020282,134.950905,11.86252419,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0
1078.291303,142.500692,2.416685985,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0
854.2977548,114.997564,6.73327535,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0
1489.077486,232.62403,6.549035393,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1
1649.312808,242.628057,10.57197066,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1
905.1959227,202.443347,3.379756569,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1
684.6318529,124.993537,8.959047529,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
1662.533055,174.976769,10.23679934,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0
2436.57146,225.145743,14.96503088,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1
2677.74041,275.133571,23.79323993,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1
1779.309609,287.642733,11.45675389,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1
1494.716409,177.65076,11.04076215,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1
1740.72604,220.114868,7.425503428,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1
704.7552669,197.516854,2.411712843,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1
558.4710883,194.974431,2.009542213,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0
1282.279049,175.133074,9.068119482,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1
287.8189836,147.478341,1.926789854,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1
1129.529441,134.980139,11.77389421,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0
394.0148722,157.483594,2.585228303,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0
1302.230824,255.141716,9.517703088,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0
970.4682919,137.439154,9.532523799,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
2522.88913,235.159141,23.103996,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0
682.9871863,147.460067,5.104873611,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1
1537.109931,232.637807,6.877942744,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1
1961.923965,137.439154,21.17839683,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1
676.1747964,129.948316,1.586331702,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0
929.2607767,242.632554,3.778174405,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1
1849.484087,187.609354,11.58276897,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1
1998.680227,232.652038,11.62258922,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1
1898.877878,159.980465,20.78013031,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
992.3501481,159.947583,3.940297464,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1
994.6354785,137.487242,11.38099891,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0
954.0290712,245.131966,1.473304337,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1
1775.838153,117.439154,12.75609778,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
1297.050577,209.993134,6.253919786,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1
